index,key,file_name,file_path,jpg_path,convert_jpg_path,scaled_jpg_path,cluster_index,keep_image,Tags
10,00E1A03A-BCDF-4BF7-89A7-FBA2B1675707,00E1A03A-BCDF-4BF7-89A7-FBA2B1675707.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\00E1A03A-BCDF-4BF7-89A7-FBA2B1675707.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00E1A03A-BCDF-4BF7-89A7-FBA2B1675707.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\00E1A03A-BCDF-4BF7-89A7-FBA2B1675707.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00E1A03A-BCDF-4BF7-89A7-FBA2B1675707.jpg,4,True,"Keep, Test"
11,00EB04AF-B8B8-43ED-910A-454BED84C033,00EB04AF-B8B8-43ED-910A-454BED84C033.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\00EB04AF-B8B8-43ED-910A-454BED84C033.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00EB04AF-B8B8-43ED-910A-454BED84C033.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\00EB04AF-B8B8-43ED-910A-454BED84C033.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00EB04AF-B8B8-43ED-910A-454BED84C033.jpg,5,True,"Keep, Test"
12,00EF29ED-3242-49F0-B1C1-E21600921276,00EF29ED-3242-49F0-B1C1-E21600921276.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\00EF29ED-3242-49F0-B1C1-E21600921276.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00EF29ED-3242-49F0-B1C1-E21600921276.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\00EF29ED-3242-49F0-B1C1-E21600921276.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00EF29ED-3242-49F0-B1C1-E21600921276.jpg,0,False,"Remove, Test"
13,00F154EF-4496-4480-BC15-97498E0AE01D,00F154EF-4496-4480-BC15-97498E0AE01D.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\00F154EF-4496-4480-BC15-97498E0AE01D.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00F154EF-4496-4480-BC15-97498E0AE01D.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\00F154EF-4496-4480-BC15-97498E0AE01D.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\00F154EF-4496-4480-BC15-97498E0AE01D.jpg,0,False,"Remove, Test"
14,01106B31-3165-418A-858C-473DBA89FCFF,01106B31-3165-418A-858C-473DBA89FCFF.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\01106B31-3165-418A-858C-473DBA89FCFF.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01106B31-3165-418A-858C-473DBA89FCFF.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\01106B31-3165-418A-858C-473DBA89FCFF.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01106B31-3165-418A-858C-473DBA89FCFF.jpg,6,True,"Keep, Test"
15,01401B63-4501-47A5-9BDF-15D97CE5CF90,01401B63-4501-47A5-9BDF-15D97CE5CF90.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\01401B63-4501-47A5-9BDF-15D97CE5CF90.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01401B63-4501-47A5-9BDF-15D97CE5CF90.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\01401B63-4501-47A5-9BDF-15D97CE5CF90.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01401B63-4501-47A5-9BDF-15D97CE5CF90.jpg,7,True,"Keep, Test"
16,0149F4BA-DE55-4CEA-8C59-F9320BC009D4,0149F4BA-DE55-4CEA-8C59-F9320BC009D4.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\0149F4BA-DE55-4CEA-8C59-F9320BC009D4.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0149F4BA-DE55-4CEA-8C59-F9320BC009D4.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\0149F4BA-DE55-4CEA-8C59-F9320BC009D4.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0149F4BA-DE55-4CEA-8C59-F9320BC009D4.jpg,8,True,"Keep, Test"
17,014C08B8-6886-4DF7-A12F-91B6E72FAA9D,014C08B8-6886-4DF7-A12F-91B6E72FAA9D.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\014C08B8-6886-4DF7-A12F-91B6E72FAA9D.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\014C08B8-6886-4DF7-A12F-91B6E72FAA9D.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\014C08B8-6886-4DF7-A12F-91B6E72FAA9D.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\014C08B8-6886-4DF7-A12F-91B6E72FAA9D.jpg,0,False,"Remove, Test"
18,0155ED31-8A6F-4847-8477-D887F73F3C41,0155ED31-8A6F-4847-8477-D887F73F3C41.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\0155ED31-8A6F-4847-8477-D887F73F3C41.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0155ED31-8A6F-4847-8477-D887F73F3C41.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\0155ED31-8A6F-4847-8477-D887F73F3C41.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0155ED31-8A6F-4847-8477-D887F73F3C41.jpg,0,False,"Remove, Test"
19,017B1F03-B333-4BAB-9882-90D130F907ED,017B1F03-B333-4BAB-9882-90D130F907ED.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\017B1F03-B333-4BAB-9882-90D130F907ED.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\017B1F03-B333-4BAB-9882-90D130F907ED.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\017B1F03-B333-4BAB-9882-90D130F907ED.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\017B1F03-B333-4BAB-9882-90D130F907ED.jpg,-1,True,"Keep, Test"
20,01A0F890-3BEA-4AD5-A457-FC605E69C476,01A0F890-3BEA-4AD5-A457-FC605E69C476.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\01A0F890-3BEA-4AD5-A457-FC605E69C476.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01A0F890-3BEA-4AD5-A457-FC605E69C476.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\01A0F890-3BEA-4AD5-A457-FC605E69C476.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01A0F890-3BEA-4AD5-A457-FC605E69C476.jpg,9,True,"Keep, Test"
21,01D894BF-9F43-4EE2-AF76-7084AFEF872B,01D894BF-9F43-4EE2-AF76-7084AFEF872B.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\01D894BF-9F43-4EE2-AF76-7084AFEF872B.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01D894BF-9F43-4EE2-AF76-7084AFEF872B.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\01D894BF-9F43-4EE2-AF76-7084AFEF872B.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01D894BF-9F43-4EE2-AF76-7084AFEF872B.jpg,10,True,"Keep, Test"
22,01E33F33-51F8-4EF9-98FA-1FF127833ECC,01E33F33-51F8-4EF9-98FA-1FF127833ECC.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\01E33F33-51F8-4EF9-98FA-1FF127833ECC.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01E33F33-51F8-4EF9-98FA-1FF127833ECC.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\01E33F33-51F8-4EF9-98FA-1FF127833ECC.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\01E33F33-51F8-4EF9-98FA-1FF127833ECC.jpg,-1,True,"Keep, Test"
23,023D4531-0FEE-4698-A7C1-1BE3591A7111,023D4531-0FEE-4698-A7C1-1BE3591A7111.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\023D4531-0FEE-4698-A7C1-1BE3591A7111.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\023D4531-0FEE-4698-A7C1-1BE3591A7111.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\023D4531-0FEE-4698-A7C1-1BE3591A7111.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\023D4531-0FEE-4698-A7C1-1BE3591A7111.jpg,0,False,"Remove, Test"
24,025255F5-3920-49CF-8207-5764CCA3AB15,025255F5-3920-49CF-8207-5764CCA3AB15.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\025255F5-3920-49CF-8207-5764CCA3AB15.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\025255F5-3920-49CF-8207-5764CCA3AB15.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\025255F5-3920-49CF-8207-5764CCA3AB15.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\025255F5-3920-49CF-8207-5764CCA3AB15.jpg,-1,True,"Keep, Test"
25,027121EE-ED86-4FCB-A53C-30F0CA3D1401,027121EE-ED86-4FCB-A53C-30F0CA3D1401.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\027121EE-ED86-4FCB-A53C-30F0CA3D1401.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\027121EE-ED86-4FCB-A53C-30F0CA3D1401.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\027121EE-ED86-4FCB-A53C-30F0CA3D1401.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\027121EE-ED86-4FCB-A53C-30F0CA3D1401.jpg,-1,True,"Keep, Test"
26,027C5D3E-0514-448C-BEB3-6421A749C69C,027C5D3E-0514-448C-BEB3-6421A749C69C.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\027C5D3E-0514-448C-BEB3-6421A749C69C.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\027C5D3E-0514-448C-BEB3-6421A749C69C.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\027C5D3E-0514-448C-BEB3-6421A749C69C.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\027C5D3E-0514-448C-BEB3-6421A749C69C.jpg,11,True,"Keep, Test"
27,02A04974-A550-4E93-8875-9278E3880516,02A04974-A550-4E93-8875-9278E3880516.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\02A04974-A550-4E93-8875-9278E3880516.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02A04974-A550-4E93-8875-9278E3880516.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\02A04974-A550-4E93-8875-9278E3880516.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02A04974-A550-4E93-8875-9278E3880516.jpg,0,False,"Remove, Test"
28,02AD10C8-DDF7-4DA3-A92B-25519D4F8F53,02AD10C8-DDF7-4DA3-A92B-25519D4F8F53.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\02AD10C8-DDF7-4DA3-A92B-25519D4F8F53.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02AD10C8-DDF7-4DA3-A92B-25519D4F8F53.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\02AD10C8-DDF7-4DA3-A92B-25519D4F8F53.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02AD10C8-DDF7-4DA3-A92B-25519D4F8F53.jpg,12,True,"Keep, Test"
29,02B9DDFF-0FAC-42AB-8E27-C580D376DC43,02B9DDFF-0FAC-42AB-8E27-C580D376DC43.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\02B9DDFF-0FAC-42AB-8E27-C580D376DC43.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02B9DDFF-0FAC-42AB-8E27-C580D376DC43.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\02B9DDFF-0FAC-42AB-8E27-C580D376DC43.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02B9DDFF-0FAC-42AB-8E27-C580D376DC43.jpg,0,False,"Remove, Test"
30,02D8FF30-C573-47B2-884B-AC31FC59BC0A,02D8FF30-C573-47B2-884B-AC31FC59BC0A.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\02D8FF30-C573-47B2-884B-AC31FC59BC0A.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02D8FF30-C573-47B2-884B-AC31FC59BC0A.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\02D8FF30-C573-47B2-884B-AC31FC59BC0A.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02D8FF30-C573-47B2-884B-AC31FC59BC0A.jpg,13,True,"Keep, Test"
31,02E3C09A-B038-4BBC-BDB6-980222BC445F,02E3C09A-B038-4BBC-BDB6-980222BC445F.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\02E3C09A-B038-4BBC-BDB6-980222BC445F.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02E3C09A-B038-4BBC-BDB6-980222BC445F.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\02E3C09A-B038-4BBC-BDB6-980222BC445F.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02E3C09A-B038-4BBC-BDB6-980222BC445F.jpg,14,True,"Keep, Test"
32,02EAFF40-64BD-4D56-8A74-0BCFEFB6FE1A,02EAFF40-64BD-4D56-8A74-0BCFEFB6FE1A.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\02EAFF40-64BD-4D56-8A74-0BCFEFB6FE1A.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02EAFF40-64BD-4D56-8A74-0BCFEFB6FE1A.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\02EAFF40-64BD-4D56-8A74-0BCFEFB6FE1A.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02EAFF40-64BD-4D56-8A74-0BCFEFB6FE1A.jpg,-1,True,"Keep, Test"
33,02F733EC-090C-4A4F-8506-79486A2DD094,02F733EC-090C-4A4F-8506-79486A2DD094.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\02F733EC-090C-4A4F-8506-79486A2DD094.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02F733EC-090C-4A4F-8506-79486A2DD094.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\02F733EC-090C-4A4F-8506-79486A2DD094.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\02F733EC-090C-4A4F-8506-79486A2DD094.jpg,0,False,"Remove, Test"
34,0303F9F1-6057-4E65-A70C-2BD7E48E8958,0303F9F1-6057-4E65-A70C-2BD7E48E8958.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\0303F9F1-6057-4E65-A70C-2BD7E48E8958.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0303F9F1-6057-4E65-A70C-2BD7E48E8958.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\0303F9F1-6057-4E65-A70C-2BD7E48E8958.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0303F9F1-6057-4E65-A70C-2BD7E48E8958.jpg,0,False,"Remove, Test"
35,0327619D-EF80-432E-BFB9-74F3225B98EF,0327619D-EF80-432E-BFB9-74F3225B98EF.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\0327619D-EF80-432E-BFB9-74F3225B98EF.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0327619D-EF80-432E-BFB9-74F3225B98EF.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\0327619D-EF80-432E-BFB9-74F3225B98EF.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0327619D-EF80-432E-BFB9-74F3225B98EF.jpg,0,False,"Remove, Test"
36,032EC344-978D-4E88-AC8F-C09BAA486068,032EC344-978D-4E88-AC8F-C09BAA486068.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\032EC344-978D-4E88-AC8F-C09BAA486068.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\032EC344-978D-4E88-AC8F-C09BAA486068.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\032EC344-978D-4E88-AC8F-C09BAA486068.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\032EC344-978D-4E88-AC8F-C09BAA486068.jpg,15,True,"Keep, Test"
37,0335A920-7029-4888-9BF4-50C5D643387E,0335A920-7029-4888-9BF4-50C5D643387E.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\0335A920-7029-4888-9BF4-50C5D643387E.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0335A920-7029-4888-9BF4-50C5D643387E.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\0335A920-7029-4888-9BF4-50C5D643387E.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\0335A920-7029-4888-9BF4-50C5D643387E.jpg,0,False,"Remove, Test"
38,03513CC8-BB13-4CC9-9800-B65D2F91524D,03513CC8-BB13-4CC9-9800-B65D2F91524D.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\03513CC8-BB13-4CC9-9800-B65D2F91524D.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03513CC8-BB13-4CC9-9800-B65D2F91524D.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\03513CC8-BB13-4CC9-9800-B65D2F91524D.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03513CC8-BB13-4CC9-9800-B65D2F91524D.jpg,0,False,"Remove, Test"
39,036B2EBE-9A6C-4880-868C-2EEC2A49E973,036B2EBE-9A6C-4880-868C-2EEC2A49E973.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\036B2EBE-9A6C-4880-868C-2EEC2A49E973.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\036B2EBE-9A6C-4880-868C-2EEC2A49E973.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\036B2EBE-9A6C-4880-868C-2EEC2A49E973.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\036B2EBE-9A6C-4880-868C-2EEC2A49E973.jpg,16,True,"Keep, Test"
40,038F7037-C77D-44E6-A9A5-18363A17E002,038F7037-C77D-44E6-A9A5-18363A17E002.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\038F7037-C77D-44E6-A9A5-18363A17E002.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\038F7037-C77D-44E6-A9A5-18363A17E002.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\038F7037-C77D-44E6-A9A5-18363A17E002.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\038F7037-C77D-44E6-A9A5-18363A17E002.jpg,0,False,"Remove, Test"
41,038F8DEC-D039-4DB6-B3C5-F17457AD082F,038F8DEC-D039-4DB6-B3C5-F17457AD082F.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\038F8DEC-D039-4DB6-B3C5-F17457AD082F.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\038F8DEC-D039-4DB6-B3C5-F17457AD082F.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\038F8DEC-D039-4DB6-B3C5-F17457AD082F.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\038F8DEC-D039-4DB6-B3C5-F17457AD082F.jpg,17,True,"Keep, Test"
42,03953813-0DA0-46C1-841E-31C6112D8D3E,03953813-0DA0-46C1-841E-31C6112D8D3E.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\03953813-0DA0-46C1-841E-31C6112D8D3E.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03953813-0DA0-46C1-841E-31C6112D8D3E.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\03953813-0DA0-46C1-841E-31C6112D8D3E.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03953813-0DA0-46C1-841E-31C6112D8D3E.jpg,18,True,"Keep, Test"
43,03A23F39-B3C5-480F-B150-A98DCAAB11ED,03A23F39-B3C5-480F-B150-A98DCAAB11ED.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\03A23F39-B3C5-480F-B150-A98DCAAB11ED.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03A23F39-B3C5-480F-B150-A98DCAAB11ED.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\03A23F39-B3C5-480F-B150-A98DCAAB11ED.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03A23F39-B3C5-480F-B150-A98DCAAB11ED.jpg,19,True,"Keep, Test"
44,03A8F0D8-C05F-4D12-9374-4E256D4DF413,03A8F0D8-C05F-4D12-9374-4E256D4DF413.dng,data\main_run\2020-10-15_13-03-57\processed\converted_images\03A8F0D8-C05F-4D12-9374-4E256D4DF413.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03A8F0D8-C05F-4D12-9374-4E256D4DF413.jpg,data\main_run\2020-10-15_13-03-57\processed\converted_images\03A8F0D8-C05F-4D12-9374-4E256D4DF413.jpg,data\main_run\2020-10-15_13-03-57\processed\resized_bw_images\03A8F0D8-C05F-4D12-9374-4E256D4DF413.jpg,0,False,"Remove, Test"
